#          chi2            h           Omegam           OmegaK          
        31.7672        0.697179        0.145091        0.312743 
         31.073        0.701286        0.125723        0.338925 
        31.0306         0.70174        0.124866        0.346759 
        30.7791        0.698731        0.168311        0.330162 
        30.4282        0.697213        0.186638        0.300834 
        33.2163        0.689375        0.168927        0.396649 
        36.0813        0.687933        0.176257        0.350334 
        37.6346        0.685292        0.187988          0.3772 
        37.6617         0.69396         0.18932        0.406842 
        30.8987        0.694759         0.13485        0.391382 
        33.8947        0.697168       0.0955891        0.402424 
        35.8758        0.696667        0.161064        0.424903 
        31.3236        0.695637        0.115262        0.411852 
        34.2227        0.695405        0.103962        0.399551 
        31.9299         0.69574       0.0787974        0.489549 
        34.5236        0.702309       0.0786587        0.495171 
        31.3353        0.697878       0.0904508        0.453463 
        31.6221        0.701065        0.102767        0.391109 
        33.4848        0.699722       0.0662348        0.458336 
        33.7436        0.702599       0.0985052        0.446952 
        31.6565        0.695449       0.0706194         0.53011 
        31.9027        0.695645        0.110954        0.488477 
        31.7778        0.694306        0.112985        0.492721 
        31.5581        0.696485       0.0746066        0.524681 
        34.8133        0.687322        0.125835        0.538733 
        33.8291        0.690161       0.0912597        0.594793 
        33.6089        0.689541       0.0589075        0.609264 
        33.4527        0.690154       0.0516424        0.617078 
         40.104        0.693916      0.00344754        0.602476 
        37.1572        0.701948       0.0317538        0.491285 
        34.7712        0.699475        0.031162        0.534916 
        32.1709        0.694032       0.0530394        0.595726 
        32.1666        0.695427       0.0645337        0.526234 
        33.7237        0.699641       0.0999562        0.488137 
          32.44        0.698101       0.0834329        0.518664 
        31.9561        0.694025       0.0865344        0.545219 
        33.3953        0.698743       0.0575604        0.568084 
        31.7015        0.697695       0.0762939        0.484731 
        36.5114        0.699031        0.111086        0.502167 
        31.7803        0.696086        0.099598        0.501987 
        34.5749        0.698586       0.0441781        0.508573 
        39.5949        0.705076       0.0157831        0.499434 
        31.9362        0.694831        0.116514        0.485718 
        31.8817        0.695768       0.0611783        0.545851 
        33.1238        0.699905       0.0515243        0.507577 
        36.9389        0.705028       0.0397373        0.466353 
        34.4337        0.700209        0.114567        0.461616 
        32.3322        0.699822       0.0882846        0.484086 
         35.043        0.694195        0.106249         0.55219 
        33.5687        0.691825       0.0758138        0.612129 
        32.7777        0.694647       0.0692628        0.587973 
        33.7113        0.695438        0.057581         0.61547 
        32.0295        0.692354       0.0794988        0.558716 
        31.3075        0.694766       0.0904599        0.497842 
        32.1206        0.694802       0.0691609        0.571543 
          33.26        0.693838       0.0726301        0.597731 
         33.585        0.691199       0.0537288        0.656179 
        37.7678        0.696579       0.0471606        0.664296 
        34.7254        0.696857       0.0170178        0.680616 
        33.5223        0.695344       0.0364687        0.573093 
        33.9626        0.695247       0.0701709        0.598376 
         36.937        0.695465        0.105072        0.558659 
        35.9522        0.696571        0.077163        0.591847 
        44.4754        0.700089       0.0901344        0.582194 
        36.4209        0.701355       0.0426888        0.593439 
        35.3003        0.693836       0.0769523        0.615443 
        33.4198        0.691441       0.0614122         0.63787 
        34.3363        0.688991        0.027964        0.679466 
        33.1107        0.692858       0.0241687        0.677665 
        34.5648        0.697611      0.00821812        0.613711 
        32.4426        0.695008       0.0391548        0.611957 
        32.9853        0.689702       0.0888762        0.564266 
        38.1157        0.688319       0.0626552        0.557059 
        35.1486        0.689105       0.0912724        0.620359 
        35.4404        0.685978       0.0716905         0.65035 
         36.004        0.690854        0.018934        0.638977 
        36.5185        0.692446       0.0136154        0.624802 
         34.878        0.692141       0.0366387        0.592207 
        33.7457        0.693127        0.042849        0.579828 
        32.2207         0.69638       0.0865352        0.455596 
        31.3218        0.700453        0.102077         0.40891 
        40.8772        0.694337       0.0919355        0.390469 
        30.8686        0.696636        0.120975        0.396168 
        31.4328         0.69608        0.151524        0.399574 
        31.3355        0.692854        0.190875        0.321415 
        30.8651        0.694016        0.176842        0.314693 
        33.9061        0.695517        0.191413        0.355296 
        30.3455        0.699257        0.142883        0.326356 
        30.3589         0.69981        0.136268        0.348769 
        31.5054        0.692975         0.19114        0.289909 
         32.986        0.691391        0.256032        0.199241 
        33.0836        0.692255        0.253924        0.221654 
        32.0633        0.696981        0.235676        0.227506 
        35.1191        0.702825        0.224316        0.219421 
        34.0444        0.703605        0.186192         0.27576 
        34.0033        0.699716        0.259906         0.17113 
        33.6779        0.693467        0.215847        0.192299 
        31.1228        0.696104        0.248351        0.189455 
        29.6006        0.699231        0.211516        0.182352 
        29.7212        0.702784        0.201815        0.180137 
        30.0645        0.701053        0.209466        0.210078 
        30.7892        0.704811        0.174449         0.21542 
        32.9855        0.707679        0.154593        0.241909 
        30.2456        0.702255        0.172808        0.229597 
        31.1949        0.703032        0.139863        0.291204 
        30.7298        0.699772        0.142224         0.31117 
        30.7269        0.700349        0.175652        0.296663 
        33.8352        0.701713        0.197694        0.275765 
        31.5828        0.692812        0.221586        0.240664 
        30.9964        0.700162        0.150323        0.281456 
         34.678        0.709307        0.137554        0.256021 
        31.0311        0.701928        0.149026        0.326881 
        32.9315        0.702255       0.0988259         0.36706 
        32.4299        0.702032       0.0854376        0.445574 
        35.3525        0.699528       0.0793049        0.404967 
        34.6636        0.704549       0.0857646        0.368956 
        32.9487         0.69828        0.091899         0.41158 
        32.1161        0.698866       0.0898199         0.49153 
        32.1243        0.695783       0.0890919        0.458001 
        33.2378        0.691765       0.0802286        0.519005 
        35.3773        0.701678       0.0345393          0.5862 
        40.9833        0.704436       0.0513546        0.571584 
        33.3346        0.689642       0.0899148        0.584978 
        37.9001        0.683718        0.106112        0.574463 
        35.7963        0.689607        0.106817        0.594855 
        32.8215           0.691       0.0627331        0.617866 
         35.548        0.688649       0.0651307        0.574379 
        32.9858        0.695974       0.0381887         0.57355 
        35.0236        0.700835       0.0101037         0.59532 
        34.3369        0.698992      0.00589406        0.642153 
        33.5473        0.696255       0.0674293        0.586505 
        32.7806        0.692742       0.0365358         0.64952 
        33.6145        0.694058      0.00595201        0.673508 
        33.7307        0.689562       0.0314006        0.686631 
        35.7742        0.690945       0.0585818        0.681893 
        34.6988        0.687713         0.03658        0.713954 
        39.3731        0.684052       0.0693851        0.736562 
        42.2762        0.685072        0.077852        0.745382 
        45.7981        0.677127        0.113588         0.65984 
        42.1603        0.680421        0.124929        0.638682 
        43.0928        0.696898       0.0651786        0.663065 
        40.2333        0.698376       0.0606394         0.63503 
        34.0065        0.701625       0.0388978        0.543425 
        33.5878        0.701315       0.0584199        0.526191 
        32.8834        0.697121       0.0736999        0.555143 
         31.753        0.696895       0.0715872        0.504067 
        31.2392        0.699013       0.0939167         0.44531 
        31.1425        0.698392       0.0953087        0.457448 
        31.3255        0.695964       0.0879831        0.506227 
        31.5991        0.696589        0.105117        0.483535 
        31.7669        0.693128       0.0864679        0.518665 
        33.8814        0.694609         0.10647        0.535162 
        32.7777         0.69278       0.0999529        0.546756 
        32.9103        0.696719       0.0292627        0.620459 
        32.7167        0.694941        0.029671        0.625248 
        32.5302         0.69717       0.0409653        0.577161 
         34.078        0.693723        0.100548        0.557141 
        34.1078        0.688014       0.0972868        0.582935 
        36.3822        0.686513       0.0963535        0.634029 
         34.143        0.688296       0.0435496        0.674677 
        33.0173        0.691958       0.0695307        0.612124 
        32.4081        0.690844       0.0966295        0.527547 
        34.6605        0.687368        0.118159        0.509799 
        31.5416        0.695697        0.116616        0.470526 
        32.2553        0.692633       0.0968334        0.484449 
        33.6686        0.690454        0.173866         0.41873 
        36.8005        0.687098        0.126896        0.457458 
        31.5984        0.692398        0.139807        0.410378 
        32.6176        0.691294        0.128752        0.430651 
        31.1102        0.694269        0.119516        0.460386 
        32.0364        0.698621       0.0663811        0.521203 
        32.0337        0.698845       0.0653806        0.509712 
        32.6612        0.694145       0.0870088        0.558886 
         33.282        0.689354        0.074264        0.601255 
         32.467        0.696782       0.0412931        0.587401 
        33.6977        0.696726       0.0386531        0.550886 
        34.7597        0.694979       0.0516667        0.521806 
        34.0543        0.691034       0.0973955         0.47953 
        30.7403        0.696653         0.11234        0.428813 
        37.7645        0.689704         0.10993        0.435053 
        34.3348        0.694918        0.202032        0.342358 
        30.1402        0.696785        0.155384        0.336161 
        31.3439        0.695208        0.181095        0.344675 
        32.0779        0.693039         0.18587        0.357944 
        32.8203        0.695082        0.169913         0.39126 
        31.4284        0.692605         0.18939        0.325172 
        32.4189        0.695384        0.158329        0.407129 
        31.3171        0.700381        0.116073         0.40966 
        30.5601        0.694565        0.173596        0.333759 
        32.0574        0.699932       0.0960638        0.464691 
        36.7748        0.706773        0.071407        0.452195 
        34.8612        0.704249       0.0977249        0.435389 
        32.8633        0.691234         0.12853        0.426984 
        31.6217        0.696282        0.129686        0.362172 
        31.4735        0.700691        0.128287        0.323895 
        31.2277        0.699727        0.125684        0.342773 
        31.3399        0.695806        0.154344        0.394519 
        31.3595        0.695744        0.119278        0.399556 
        32.7735        0.700369        0.111651         0.34738 
        33.9398        0.703907        0.111173        0.312541 
        31.7156        0.702983        0.132417         0.34977 
        31.2043        0.702362        0.126727        0.332867 
        34.4826        0.694119       0.0949736        0.433661 
        34.7271        0.687512        0.159167        0.425079 
        39.1167        0.688319        0.104308        0.458544 
        35.6563        0.687265        0.171001        0.456724 
        34.7783        0.689167         0.18324        0.417616 
        34.0871        0.689351         0.20848        0.342915 
        31.2676        0.693774        0.188165        0.332385 
        33.1151        0.692958         0.20482        0.230621 
        41.6496        0.685683        0.278967        0.149618 
        36.4419        0.687862        0.267549         0.19388 
        31.8985        0.700267        0.219274        0.228689 
        30.4778        0.699027        0.186252        0.217745 
        36.5809         0.70387         0.17335        0.139765 
        32.3025        0.703813        0.279093       0.0674937 
         41.108        0.700056        0.212997       0.0615794 
        34.9416        0.709418        0.218515        0.134538 
        34.4007        0.694613        0.218815        0.160314 
        31.6449        0.702165        0.187992        0.164858 
         30.556        0.701192        0.184236        0.198947 
        29.9412        0.702289        0.244888        0.121872 
        30.4816        0.705635        0.204267        0.140071 
        30.2583        0.704322        0.201396        0.147611 
        31.5416        0.704069        0.208461        0.104428 
        34.0396        0.711426        0.253733       0.0215265 
        32.8916        0.711043        0.227817         0.04293 
        32.4048        0.705884        0.256333       0.0882836 
        43.1659         0.70906        0.180235       0.0496868 
        35.2495        0.711235        0.167697        0.145157 
        31.1927         0.70685        0.200656        0.124773 
        30.0234        0.701963        0.202997         0.15995 
        30.3263        0.702293        0.197282        0.222336 
        30.1193        0.698735        0.219812        0.214237 
        29.5466        0.700114        0.209136        0.178736 
        32.3968        0.709052        0.217094       0.0540285 
        29.6068        0.704639        0.255462       0.0378106 
        31.3907         0.69513         0.27681       0.0847802 
        35.5537        0.700574        0.311652        0.063522 
         35.438        0.699231         0.35687      -0.0266998 
        37.0395        0.699209        0.363674      -0.0280106 
        29.4628        0.703351        0.298619       -0.026446 
        32.4342        0.694598        0.320666      0.00762818 
         29.441        0.701215        0.278318       0.0237898 
        31.8851        0.699918        0.328797     -0.00792191 
        32.9693        0.701093        0.268907      -0.0145546 
         32.589        0.708343        0.270541       0.0249028 
        29.6079        0.700332        0.266457       0.0510591 
          30.82        0.704647        0.231521        0.132885 
        30.3706           0.702         0.23181        0.160816 
        29.9689        0.697203        0.231197        0.163044 
        31.5803        0.694571         0.25594        0.184585 
        32.1502        0.707506         0.18335        0.187945 
        31.9355        0.707972        0.191875        0.154562 
        29.4526         0.69958        0.223803        0.157664 
        30.4353        0.705718        0.220894       0.0899443 
        29.9986        0.699439        0.266584        0.104328 
        29.6099        0.701779        0.216022        0.143393 
        31.9881        0.707075        0.182745        0.151644 
        31.7889         0.69657        0.273471       0.0518432 
        32.6184        0.699565        0.273789        0.128704 
        33.5677        0.707011        0.205857        0.182825 
        36.0592        0.704015         0.14215        0.214919 
        34.8602        0.710351        0.152112        0.208095 
        31.6883        0.706295        0.171469        0.190703 
          33.46        0.708541        0.165418        0.171801 
        33.3059        0.706395        0.174071        0.151531 
        31.0212        0.707066        0.224049        0.106078 
        31.5505        0.708157        0.223419       0.0961384 
        30.5158        0.705797        0.213533        0.107575 
         39.015         0.70803        0.260946        0.104677 
         34.336        0.705608        0.179735        0.130632 
        34.8081        0.712466        0.200362        0.085102 
        34.0525        0.711379        0.198084        0.106432 
        29.9267        0.704761        0.221493        0.118727 
          30.83        0.695474        0.267152        0.131296 
        31.4003        0.695367        0.279862        0.120652 
        34.8897        0.697293        0.276815         0.16562 
        34.4864        0.700774        0.235051        0.216401 
        33.9621        0.701262         0.23926        0.197489 
          33.41        0.697805        0.163437        0.244975 
        29.9748         0.69962        0.172223        0.292088 
        30.4068        0.699291         0.14631        0.314029 
         29.929        0.697909        0.168101        0.312158 
        30.2256        0.700769        0.164531         0.29787 
        30.1178        0.696476        0.161881        0.328099 
        30.1951        0.695835        0.198544        0.251934 
        31.0072        0.704769        0.164955        0.237831 
          31.62        0.706578        0.224059        0.129192 
        33.6481        0.692888        0.286382        0.153389 
          35.26        0.689898        0.293622        0.115875 
         36.981        0.688986        0.323064       0.0969758 
        35.1905        0.689869        0.286576        0.170094 
        33.7661        0.693006        0.274008        0.185726 
        30.3178        0.695786        0.219891          0.2044 
        31.1606        0.695227         0.19703        0.237214 
        31.4429        0.703457        0.202103         0.21681 
        31.5808        0.702069        0.177267        0.191547 
         33.164        0.705953        0.169226        0.261875 
        31.7086         0.69819        0.152495        0.284658 
        32.9925        0.702174        0.129708        0.287024 
        32.6342        0.697354        0.182795        0.215739 
        31.8508         0.69734        0.176092        0.239825 
        30.4511        0.694983        0.168398        0.328777 
        31.5697        0.693354        0.203145        0.254635 
        32.1777        0.692216         0.23477        0.241635 
         32.325        0.694977        0.206609        0.308257 
        32.1258        0.691303        0.185654        0.348906 
        37.4143        0.687485        0.200902        0.295846 
        29.9772        0.700953        0.176235          0.2675 
        30.1406        0.696555        0.249457        0.149031 
        29.9141        0.702887        0.193931        0.184214 
         32.032        0.707527        0.213898        0.137117 
        31.1873        0.700346        0.197611        0.166011 
        34.4307        0.707643        0.147428          0.2018 
        37.0533        0.704292        0.132017        0.229459 
        29.4647        0.699162        0.232155        0.160012 
        30.5319        0.695004        0.223769        0.213103 
        32.2447        0.703391        0.210688        0.211727 
        29.4875        0.698785        0.229051        0.165549 
        39.3671        0.695837        0.280015         0.20715 
        36.6091        0.699196        0.293468        0.125611 
         34.553        0.713666        0.247474      -0.0155973 
        32.2082         0.70924        0.235718       0.0101519 
        30.6806        0.707873        0.247434       0.0281614 
        29.4299         0.70003        0.266901       0.0698379 
        30.6736         0.70165        0.260547       0.0232265 
        29.4169        0.703649        0.265374       0.0413724 
        30.3491        0.701874        0.237437       0.0754186 
        30.0199        0.697176        0.258127        0.125013 
        30.2947         0.69684        0.213745        0.193731 
        30.6431        0.703536        0.206914        0.192887 
        35.2922        0.705721        0.110173         0.29203 
        34.1151         0.70538        0.138817        0.337174 
        31.4978        0.704561        0.147542        0.286792 
        32.3508        0.701404        0.147632        0.257055 
        31.5958        0.692164        0.180048        0.338288 
         34.667        0.698887        0.207608        0.295683 
        31.4439        0.693899        0.221994        0.208954 
        31.5793         0.69247        0.201965        0.286839 
        32.9773        0.690134        0.197436        0.324464 
        38.6284        0.684978        0.223019        0.310682 
         31.269        0.693431        0.222678        0.247177 
        32.3361        0.692872        0.194011        0.266324 
        36.1778        0.691469        0.179446        0.274225 
        36.3731        0.702592        0.177627        0.325944 
        35.5012         0.70848        0.105007        0.336578 
        35.8696        0.708391        0.108098        0.290939 
        30.7062        0.702337        0.190019         0.24304 
        30.4256        0.695527        0.238907        0.182467 
        30.5553        0.696538        0.276089       0.0788074 
        33.1952        0.693154        0.294367        0.123507 
        30.2979        0.701465        0.233299       0.0894753 
        30.2887        0.701205        0.188383        0.194574 
        30.0612        0.696911         0.22859        0.202267 
        32.1723        0.695601        0.203008        0.202389 
        32.9095        0.693661         0.20427        0.221866 
        30.1058        0.698418        0.194009        0.216281 
        31.4707        0.701462        0.170784        0.213311 
        32.4819         0.70559        0.134988        0.307384 
        31.9087        0.706397        0.161815        0.234089 
        30.2793        0.696114        0.219441        0.198146 
        29.6926        0.697605        0.209137        0.218774 
        29.3465        0.701055        0.224335        0.147352 
        30.6038          0.6973        0.218334        0.169124 
        32.2077        0.705705        0.216131        0.167245 
        31.9128        0.698661        0.224695        0.117576 
        32.6724        0.709855         0.22489       0.0808271 
        32.5438         0.70793        0.208968       0.0714212 
        29.8538        0.702045         0.23379       0.0921513 
        30.9443        0.704926        0.246974        0.100731 
        30.3919        0.702055        0.177811        0.212171 
        32.7521        0.701098        0.174672        0.191992 
         31.466        0.704887        0.228269        0.146038 
        30.1403        0.704844         0.21507        0.115985 
        29.6219        0.701506        0.270456       0.0678553 
        29.9576        0.697242        0.254331        0.127245 
        30.5665        0.703741        0.254832       0.0952948 
        31.3998         0.69862        0.259196        0.153736 
        30.3443        0.700539        0.190258        0.194935 
        29.6594         0.70298        0.235607        0.122517 
        29.9787         0.70104        0.213504        0.144433 
        33.7887        0.705414        0.237204      0.00545517 
        31.1826        0.698436        0.297942       0.0635583 
        29.4997        0.703161        0.273099      0.00865643 
        29.3419        0.703191        0.268606       0.0297056 
        30.0857        0.703162        0.246873          0.1098 
        29.6399        0.701543         0.24362        0.125295 
         29.479        0.701319        0.233589        0.142015 
         30.168        0.698045        0.200657        0.205168 
        33.3249        0.691758        0.215829        0.230141 
        31.3032        0.699409         0.21147        0.144286 
         30.529        0.700516        0.259023        0.123239 
        31.8689        0.696412        0.294402       0.0945078 
        31.7542        0.694121        0.264074         0.12128 
        30.0793        0.702367         0.22747       0.0982699 
        33.3235         0.69427        0.262242       0.0920696 
        33.8647        0.696492        0.240702       0.0933006 
        31.1993        0.699545        0.241428       0.0803124 
        29.7647        0.700551        0.258947         0.10644 
        30.3532        0.696628        0.244207        0.177316 
        31.4787        0.694274        0.246259        0.204872 
        30.5444        0.697109        0.188838        0.299925 
        32.5405        0.696692        0.213892        0.282585 
        29.7461         0.70106        0.205255        0.208777 
         30.077        0.696421        0.222468        0.194708 
          30.08        0.702573        0.184598        0.231019 
        30.8327        0.699197        0.203237        0.171536 
        30.8821        0.696309         0.26974        0.132276 
        33.0051        0.700117        0.185149        0.175409 
        30.4214        0.702448        0.243533        0.132472 
        31.3909        0.699721        0.231848       0.0957822 
        30.1183        0.704361        0.241469        0.103422 
         36.509        0.712024        0.214862        0.111311 
        31.8601        0.707236        0.209048       0.0842224 
        31.8739        0.709038         0.25103       0.0378547 
        29.4398        0.702827        0.256976        0.048204 
        29.3407        0.701906        0.258345       0.0590497 
        30.2014        0.700024        0.277868       0.0170049 
        33.0375        0.694127        0.320948       0.0511778 
        31.4203        0.696003        0.285122       0.0488705 
        29.9523        0.699282        0.279182       0.0741211 
        32.0265        0.705923        0.225228        0.144067 
        30.1472        0.700891        0.203403        0.165201 
        30.0809        0.704643        0.207828        0.146301 
        29.5117        0.698912         0.23219        0.163966 
        34.7459        0.690323        0.238052        0.198656 
        34.3669        0.699477        0.244106        0.210489 
        33.8989        0.696262        0.210217        0.159069 
        32.0151        0.693796        0.256903        0.134426 
        31.1238        0.695704        0.263712        0.153971 
        34.6465        0.690241        0.288685        0.144363 
        35.0143        0.690017        0.259264        0.165384 
        30.7073        0.695118        0.228341         0.22501 
        32.6682        0.692778        0.215379         0.22035 
        35.9312        0.706574        0.212598        0.199235 
        39.0289        0.707908        0.253756        0.121028 
        37.7373         0.71047        0.256838       0.0687083 
        29.4235        0.703641        0.268003       0.0210945 
        35.3178        0.708018        0.294443      0.00893563 
        33.0018        0.704552         0.31304     -0.00657334 
        31.5386        0.701755        0.335154      -0.0435759 
         31.455        0.698564        0.312417       0.0332831 
        29.8119        0.701042        0.280608       0.0550347 
        30.9559         0.70291        0.293263       0.0305108 
          30.27        0.705053        0.213106        0.143777 
        31.7416        0.706888        0.176052        0.181817 
        35.3424        0.705399        0.158502        0.173141 
        31.7176        0.704244        0.183336        0.243828 
        32.2229        0.705755        0.178081        0.235559 
        35.2319        0.699358        0.230277        0.248217 
        34.5136        0.691085        0.204243        0.248985 
        34.5065         0.69788        0.221607        0.275517 
        31.1217        0.700029         0.21956        0.220416 
        29.6535        0.698669        0.225877        0.157757 
        29.6465        0.703267        0.224747        0.135881 
        29.9456        0.703077        0.215524        0.124655 
        30.0957        0.697125        0.263086        0.116822 
        30.9728        0.697444        0.308342       0.0359958 
        31.4156        0.698975        0.303385        0.051346 
        29.8842        0.705826        0.277973      -0.0294858 
         32.148        0.710561        0.246493     -0.00360575 
        29.4536        0.701235        0.283581        0.031086 
        29.5745        0.704587        0.253047       0.0499586 
        33.8183        0.703681        0.303869       0.0315266 
        30.4199        0.699713        0.296613       -0.018173 
        31.1454        0.703074        0.289884       0.0387692 
        30.9196        0.705527         0.28735      0.00943598 
        31.2115        0.701191        0.303461        0.029581 
         30.222        0.706725        0.266537      -0.0159924 
        31.4503        0.709605        0.276703      -0.0317306 
        30.4856        0.707405        0.270323      0.00185246 
        36.0131        0.710296        0.268712       0.0336983 
        37.0037         0.71604        0.233744      -0.0197813 
        36.4517        0.709098        0.288765       0.0146609 
        30.5098        0.707813        0.263817      -0.0146123 
         30.256        0.704918        0.298848      -0.0190923 
        29.9723        0.699911        0.288721       0.0486694 
        29.8333        0.702794        0.257738        0.086495 
        33.1461        0.701925        0.295133       0.0637327 
        31.3849        0.701021        0.250861       0.0407266 
        31.3989         0.70168        0.289585       0.0582389 
        30.0732        0.698096        0.274003       0.0937477 
        29.4657        0.699182        0.243703        0.133515 
        31.2926        0.703834        0.284682       0.0429299 
         30.469         0.70506        0.209944        0.117109 
        32.5407        0.699865        0.265327        0.011415 
        31.4209        0.703152        0.244082       0.0332908 
        30.7492        0.706183        0.278316       0.0153161 
        30.5879        0.707568        0.251018       0.0128874 
        29.8848        0.699007        0.286755       0.0517687 
         30.245        0.698245        0.280336       0.0415198 
        32.0868        0.697519        0.324003       0.0217261 
          33.26        0.693921        0.297686       0.0364069 
        32.8156        0.695203        0.295613       0.0205197 
        29.5393        0.700884        0.273656       0.0319543 
        31.8929        0.706946        0.295348      -0.0132484 
        29.7783        0.701138        0.312242      -0.0259637 
        33.5663         0.69699        0.333844       0.0231852 
        30.4504        0.700186         0.25361       0.0584142 
        29.5177        0.699225        0.255044        0.111149 
        29.5578         0.70234        0.230978        0.105577 
        30.2375        0.705268        0.225664        0.118348 
        31.1762        0.702621        0.219676        0.190245 
        30.9966        0.698727         0.20601         0.16871 
         32.448        0.705355        0.167352        0.184148 
        37.8286        0.711724        0.122576        0.235048 
         32.078        0.693335        0.201083        0.247534 
        33.2291         0.69477         0.23396        0.262076 
        32.3953        0.696867        0.210034        0.287462 
        35.7466        0.700057         0.20935        0.288012 
        32.1713        0.706781        0.158733        0.233362 
        30.8944        0.705262         0.17821        0.197446 
        30.7535        0.703697        0.190336        0.222207 
         32.531        0.705969        0.136074         0.27309 
        32.2713        0.706134        0.180658        0.225019 
        31.1934        0.704078        0.191941        0.148997 
        30.8405        0.705155        0.201213        0.129221 
        31.1114        0.702099        0.231327       0.0749053 
        31.1541        0.707335        0.250079      -0.0027027 
        33.4432        0.709876        0.258739      -0.0653354 
        32.1216        0.708524        0.244405     -0.00938076 
        29.9964        0.705225        0.278816      -0.0334959 
        30.6368        0.707943        0.334164       -0.135958 
        30.8017        0.702434        0.310356      -0.0878197 
        35.0819         0.71197        0.295084      -0.0548337 
        33.9391        0.710969        0.327929       -0.117682 
        33.4403        0.712072        0.297884       -0.159798 
        32.4711         0.70748        0.336187       -0.208611 
        30.6952        0.706504        0.384382       -0.244488 
        38.2548        0.699511        0.366286       -0.228601 
        37.6012         0.69357        0.406496       -0.192811 
        30.0485        0.703994         0.34805       -0.152606 
        32.6267        0.704512         0.32832       -0.168389 
         31.487         0.71093         0.32012       -0.163618 
        33.0977        0.698502        0.408986       -0.220945 
        35.4247         0.70562        0.436359       -0.275168 
         35.156        0.696466        0.433455       -0.229926 
        37.2289        0.703073        0.424968       -0.205048 
        37.0715        0.706293        0.392791       -0.167469 
        33.5493        0.708476        0.379216        -0.19654 
        32.7225        0.710671        0.339503       -0.153115 
         34.858        0.701658        0.384035       -0.117188 
        31.6929        0.703146        0.360129       -0.113418 
        31.8658        0.706007        0.355606       -0.132296 
        30.5267         0.70457        0.329654       -0.142643 
        30.8741        0.708786        0.311962       -0.138352 
        31.7704        0.711276        0.302064       -0.117649 
        30.3785        0.705625        0.296643      -0.0828038 
        33.7777        0.703021        0.236588       0.0271588 
        33.7278        0.692468        0.309995       0.0889023 
        31.1807        0.695571        0.268521       0.0930844 
        29.6168         0.69908        0.254486       0.0954062 
         30.273        0.696236        0.243544        0.152249 
        40.8104         0.68782        0.317027        0.181234 
        41.8079        0.684542         0.31827        0.139967 
        40.7399        0.690413        0.369827       0.0452312 
         31.887        0.697336        0.356564      -0.0754799 
        30.9829        0.701077         0.34218       -0.131207 
        31.8887        0.698711        0.328746      -0.0866352 
        30.8593        0.699141        0.338862      -0.0871736 
        31.5537        0.700424        0.294411      -0.0427099 
        30.8216         0.70178         0.32756      -0.0380517 
        29.4967        0.703004        0.304652      -0.0462757 
        31.6926        0.710727        0.278794      -0.0699157 
        32.5111        0.711737        0.287788      -0.0767912 
         31.337        0.709161        0.302185      -0.0733496 
        34.7194        0.713807        0.269489       -0.109455 
        33.7229         0.70926        0.266537      -0.0838171 
        30.0211        0.701367        0.323523      -0.0790703 
        30.7813        0.705126        0.373016        -0.22958 
        33.3503        0.704785         0.40452       -0.213391 
        33.0658        0.699329        0.410606       -0.244716 
         33.081        0.699995        0.412343       -0.201575 
        31.7104        0.703556        0.336692       -0.164236 
        33.6999        0.710452         0.26493      -0.0845573 
        33.0254         0.70741        0.348432       -0.119672 
        31.5949        0.708197        0.327771       -0.105104 
         30.337         0.70068        0.337659      -0.0701963 
        30.0942        0.707109        0.322103       -0.115132 
        30.4325        0.706229        0.323058       -0.141278 
        30.7816         0.70162         0.37289        -0.16321 
        32.2913        0.704333        0.387393       -0.181887 
        30.7355        0.708604        0.351995       -0.212018 
        31.0774        0.709977        0.329821       -0.177382 
        30.9327        0.703655        0.378321       -0.180016 
        31.9869        0.706964        0.360009       -0.152901 
        30.7248        0.703846        0.333006       -0.145379 
        31.3032        0.709361        0.355232       -0.191928 
        31.9595        0.710918        0.392727       -0.296433 
        32.5653        0.712133         0.37926       -0.271892 
        37.9566        0.707982        0.415443       -0.231895 
        40.7471        0.708956        0.434083       -0.266153 
        41.2067        0.697318        0.396503       -0.274207 
         34.248        0.706717        0.422185       -0.266287 
        31.6938        0.701902        0.401355       -0.247753 
        33.5238        0.700895        0.445543       -0.324867 
        31.0807        0.705642        0.402954       -0.271069 
        31.3179         0.70617        0.409648       -0.284788 
        31.7695        0.703426        0.401899       -0.276544 
        32.3013        0.706542        0.418478       -0.350128 
        32.9512        0.704471        0.409311       -0.322709 
        34.9178        0.709362        0.447401       -0.351529 
        33.9765        0.711604        0.431865       -0.437843 
        33.6629        0.711342        0.469228       -0.472965 
        34.4836        0.711459        0.466051       -0.501853 
        34.7643        0.715599        0.440325        -0.46114 
        34.2915        0.705067        0.491422       -0.461847 
         36.359        0.700095        0.495052       -0.424238 
        46.9906        0.692876        0.569578        -0.44021 
        45.0493        0.694711        0.566156       -0.452687 
        44.3156        0.693864        0.553622       -0.443221 
        33.5958        0.704734        0.475337       -0.420522 
        36.9141        0.712963        0.456357       -0.400549 
          34.55        0.708234          0.4265       -0.410901 
        35.1285        0.706718        0.457496       -0.456426 
         35.886        0.704493        0.507423       -0.511588 
        37.9264        0.706881        0.510451       -0.574445 
        35.3936        0.708906        0.510238        -0.55983 
        34.9348        0.708922        0.512218       -0.540085 
        34.9085        0.706367        0.508323       -0.511947 
         38.277        0.701457        0.511272       -0.398319 
        35.9319        0.701479        0.468924       -0.314885 
